CUST_ID,SIU_CUST_YN,SEX,AGE,RESI_COST,RESI_TYPE_CODE,FP_CAREER,CUST_RGST,CTPR,OCCP_GRP_1,OCCP_GRP_2,WEDD_YN,CHLD_CNT
7937,N,2,36,7286,30,Y,200306,인천,2.자영업,3차산업 종사자,Y,2.0
7938,N,1,36,16666,20,N,200306,경기,8.기타,학생,N,0.0
7939,N,2,36,12638,20,N,200306,경남,8.기타,학생,N,0.0
7940,N,1,36,12930,20,N,200306,울산,3.사무직,사무직,Y,1.0
7941,N,2,36,9305,20,N,200306,경기,4.전문직,3차산업 종사자,N,0.0
7942,N,2,36,12308,99,N,200306,경기,4.전문직,의료직 종사자,Y,1.0
7944,N,1,36,22222,20,N,200306,충북,3.사무직,사무직,N,0.0
7949,N,2,35,41527,20,N,200306,서울,1.주부,주부,N,0.0
7951,Y,1,35,30416,20,N,200306,경기,8.기타,3차산업 종사자,N,0.0
7952,N,2,35,0,99,N,200306,서울,4.전문직,의료직 종사자,N,0.0
7954,N,1,35,17916,20,N,200306,서울,8.기타,학생,N,0.0
7955,N,1,35,8750,30,N,200306,인천,8.기타,학생,N,0.0
7956,N,1,35,3333,20,N,200306,충북,6.제조업,2차산업 종사자,N,0.0
7957,N,1,35,23611,20,N,200306,경기,5.서비스,자영업,N,0.0
7958,N,2,35,59185,11,N,200306,경남,3.사무직,사무직,Y,0.0
7959,N,2,35,6250,20,N,200306,인천,2.자영업,자영업,Y,2.0
7960,N,1,35,8055,20,N,200306,전북,5.서비스,2차산업 종사자,N,0.0
7962,N,2,35,8611,20,N,200306,경기,3.사무직,사무직,N,0.0
7964,N,2,35,10694,20,N,200306,충남,2.자영업,자영업,Y,1.0
7965,N,1,35,34583,20,N,200306,경기,3.사무직,기업/단체 임원,Y,1.0
7966,Y,2,35,28382,12,N,200306,서울,4.전문직,공무원,N,0.0
7967,N,2,35,29444,20,N,200306,경남,3.사무직,단순 사무직,N,0.0
7968,N,2,35,3055,30,Y,200306,경북,1.주부,주부,Y,2.0
7969,N,1,35,11527,30,N,200306,경기,4.전문직,전문직,N,0.0
7971,N,1,35,11250,30,N,200306,경기,6.제조업,2차산업 종사자,Y,1.0
7972,N,1,35,23194,20,N,200306,광주,8.기타,학생,N,0.0
7976,N,1,34,46527,20,N,200306,인천,2.자영업,자영업,Y,1.0
7978,N,2,34,8320,12,N,200306,경기,1.주부,주부,Y,2.0
7979,N,2,34,16944,20,N,200306,충북,5.서비스,3차산업 종사자,N,0.0
7981,N,1,34,13502,12,N,200306,서울,3.사무직,사무직,N,0.0
7982,N,1,34,0,99,N,200306,광주,3.사무직,사무직,Y,0.0
7984,Y,2,34,4845,99,N,200306,충남,3.사무직,사무직,N,0.0
7988,N,1,33,9861,20,N,200306,인천,3.사무직,사무직,N,0.0
7989,N,1,33,30998,99,N,200306,서울,8.기타,학생,N,0.0
7990,N,2,33,4024,99,N,200306,충남,3.사무직,사무직,N,0.0
7991,Y,1,33,21805,20,N,200306,서울,8.기타,학생,N,0.0
7993,N,2,33,25555,20,N,200306,서울,1.주부,주부,Y,0.0
7994,N,2,33,11614,40,N,200306,서울,3.사무직,사무직,N,0.0
7995,N,2,33,18333,20,N,200306,경기,1.주부,주부,Y,1.0
7996,N,2,33,19444,20,N,200306,경기,4.전문직,의료직 종사자,N,0.0
7997,N,2,33,15833,20,N,200306,광주,3.사무직,단순 사무직,N,0.0
7998,N,1,33,10108,70,N,200306,대구,2.자영업,자영업,N,0.0
8002,Y,2,32,10138,20,Y,200306,전북,5.서비스,3차산업 종사자,N,0.0
8003,Y,2,32,5166,20,N,200306,전북,1.주부,주부,Y,4.0
8004,N,2,32,20000,20,N,200306,경기,3.사무직,사무직,N,0.0
8005,N,1,32,5717,12,N,200306,경기,3.사무직,사무직,N,0.0
8006,N,2,32,0,11,N,200306,전남,1.주부,주부,Y,2.0
8010,N,2,32,26666,30,N,200306,서울,3.사무직,사무직,N,0.0
8012,N,1,31,44202,20,N,200306,서울,3.사무직,사무직,N,0.0
8014,N,2,31,17908,99,Y,200306,서울,2.자영업,3차산업 종사자,N,0.0
8015,N,1,31,8239,11,N,200306,충남,3.사무직,사무직,N,0.0
8016,N,1,31,8938,12,N,200306,전북,2.자영업,자영업,N,0.0
8018,N,1,31,25555,20,N,200306,울산,4.전문직,전문직,N,0.0
8021,N,2,31,40416,20,N,200306,부산,5.서비스,3차산업 종사자,N,0.0
8023,N,2,31,54444,20,N,200306,경기,1.주부,주부,N,0.0
8024,N,2,31,34722,20,N,200306,경기,4.전문직,의료직 종사자,N,0.0
8026,Y,1,31,5937,12,N,200306,광주,8.기타,학생,N,0.0
8027,N,2,31,36610,20,N,200306,경기,1.주부,주부,N,0.0
8029,N,2,31,13333,20,N,200306,경기,4.전문직,의료직 종사자,Y,1.0
8030,N,2,31,23888,20,N,200306,경기,8.기타,학생,N,0.0
8033,N,1,30,15277,20,N,200306,대전,8.기타,학생,N,0.0
8037,Y,1,30,14583,20,N,200306,광주,2.자영업,자영업,N,0.0
8039,N,1,30,19444,20,N,200306,경기,2.자영업,자영업,N,0.0
8041,N,2,29,7500,30,N,200306,서울,3.사무직,사무직,N,0.0
8042,N,1,29,6852,40,N,200306,전남,2.자영업,자영업,N,0.0
8044,N,2,29,8055,20,N,200306,경남,3.사무직,사무직,N,0.0
8045,N,2,29,11944,20,N,200306,전남,4.전문직,의료직 종사자,N,0.0
8047,N,2,29,9408,12,N,200306,경기,4.전문직,교육관련직,N,0.0
8048,N,2,29,3315,12,N,200306,부산,4.전문직,의료직 종사자,N,0.0
8049,Y,2,29,12829,11,N,200306,울산,8.기타,학생,N,0.0
8054,N,2,28,25972,20,N,200306,서울,8.기타,학생,N,0.0
8055,N,2,28,13694,99,N,200306,서울,3.사무직,단순 사무직,N,0.0
8059,N,2,28,38055,20,N,200306,인천,5.서비스,3차산업 종사자,N,0.0
8060,Y,2,28,9722,20,N,200306,경기,2.자영업,자영업,Y,1.0
8063,N,2,28,13055,20,N,200306,경기,3.사무직,사무직,N,0.0
8066,N,1,27,15277,30,N,200306,서울,2.자영업,자영업,N,0.0
8068,N,1,27,31111,20,N,200306,경남,8.기타,학생,N,0.0
8073,N,1,27,31666,20,N,200306,인천,8.기타,학생,N,0.0
8094,N,1,25,11166,70,N,200306,대전,5.서비스,예체능계 종사자,N,0.0
8108,N,2,24,20972,20,N,200306,충남,8.기타,학생,N,0.0
8109,Y,1,24,27777,20,N,200306,경기,3.사무직,공무원,N,0.0
8115,N,2,24,16805,20,N,200306,경기,8.기타,학생,N,0.0
8119,N,2,23,5037,99,N,200306,충남,8.기타,학생,N,0.0
8166,N,2,21,8611,30,N,200306,서울,8.기타,학생,N,0.0
8178,N,1,20,10555,30,N,200306,대구,8.기타,학생,N,0.0
8198,N,1,18,16111,20,N,200306,경기,8.기타,학생,N,0.0
8206,N,2,79,24583,20,N,200109,인천,8.기타,기타,N,0.0
8209,N,2,68,11250,20,N,200107,경기,5.서비스,2차산업 종사자,Y,1.0
8211,N,2,65,6111,20,N,200008,대전,5.서비스,3차산업 종사자,N,0.0
8212,N,1,65,0,99,N,200104,경기,3.사무직,고위 공무원,N,0.0
8215,N,1,62,21666,20,N,101,서울,2.자영업,자영업,Y,1.0
8216,N,2,62,49722,20,N,200111,서울,1.주부,주부,Y,2.0
8217,N,2,61,61606,11,N,199910,울산,1.주부,주부,Y,1.0
8219,N,1,61,5973,12,N,199905,경기,8.기타,단순 노무직,N,0.0
8223,N,2,60,12342,11,N,200105,경기,5.서비스,3차산업 종사자,Y,2.0
8227,N,1,59,10640,99,N,200010,경기,5.서비스,3차산업 종사자,Y,2.0
8229,Y,2,58,26111,20,N,200102,경남,1.주부,주부,Y,2.0
8232,Y,1,58,7361,20,N,200005,광주,5.서비스,2차산업 종사자,N,0.0
8233,N,2,57,7903,11,N,200110,전북,1.주부,주부,N,0.0
8234,Y,2,57,13670,40,N,199810,부산,5.서비스,2차산업 종사자,N,0.0
8236,N,2,56,23750,20,N,200111,경기,1.주부,주부,Y,2.0
8237,N,2,56,25000,20,N,199904,인천,1.주부,주부,Y,2.0
8238,N,2,55,22777,20,N,200102,경남,1.주부,주부,Y,2.0
8240,N,1,55,10555,20,N,200210,광주,6.제조업,운전직,N,0.0
8241,N,2,55,12222,20,N,200108,대전,5.서비스,3차산업 종사자,Y,2.0
8242,N,2,54,8966,13,N,200112,서울,5.서비스,2차산업 종사자,N,0.0
8243,N,2,54,13472,20,N,200107,경남,5.서비스,3차산업 종사자,Y,2.0
8244,N,2,53,24096,11,N,200106,경기,1.주부,주부,Y,2.0
8245,N,2,53,12777,20,N,200006,부산,1.주부,주부,Y,2.0
8246,N,2,53,11219,30,N,200108,경기,1.주부,주부,Y,1.0
8247,N,1,53,38245,11,N,200012,인천,7.1차산업,1차산업 종사자,Y,3.0
8248,N,2,53,13510,20,N,200108,전북,3.사무직,사무직,Y,2.0
8249,Y,2,53,12361,20,N,199907,경남,1.주부,주부,N,0.0
8251,N,2,52,15555,20,N,199903,인천,5.서비스,3차산업 종사자,Y,1.0
8254,N,2,51,17007,11,N,199708,충남,6.제조업,2차산업 종사자,Y,2.0
8255,N,2,51,6090,40,N,200004,전남,2.자영업,자영업,Y,2.0
8256,N,2,51,11111,20,N,200306,전남,1.주부,주부,Y,2.0
8257,N,1,51,2878,12,N,200010,대구,3.사무직,사무직,N,0.0
8258,N,1,50,9216,11,N,200012,부산,6.제조업,운전직,Y,1.0
8259,N,1,50,4558,13,N,200110,충남,4.전문직,사무직,N,0.0
8260,N,1,50,27500,20,N,101,경기,6.제조업,2차산업 종사자,Y,0.0
8261,N,2,49,25277,20,N,200302,경기,1.주부,주부,Y,2.0
8263,Y,2,49,26666,20,Y,200107,서울,1.주부,주부,N,0.0
8264,N,2,49,9956,30,N,200011,서울,3.사무직,사무직,N,0.0
8266,N,2,48,43333,20,N,200204,서울,1.주부,주부,N,0.0
8267,N,1,48,7900,99,N,200006,경남,3.사무직,공무원,Y,2.0
8268,Y,2,48,16666,20,N,199911,전북,1.주부,주부,Y,1.0
8269,N,2,48,6944,30,N,200205,경남,1.주부,주부,Y,1.0
8271,N,2,47,29722,20,N,200103,경기,4.전문직,의료직 종사자,Y,2.0
8272,N,2,46,26111,20,N,200012,인천,1.주부,주부,Y,1.0
8273,N,2,46,18888,20,N,200103,경남,4.전문직,3차산업 종사자,Y,2.0
8275,N,2,46,4392,12,N,200209,전남,5.서비스,3차산업 종사자,Y,1.0
8276,N,2,46,18888,20,N,200306,전남,1.주부,주부,Y,2.0
8277,N,1,46,20138,30,N,101,서울,2.자영업,자영업,Y,0.0
8278,N,1,45,10555,20,N,199909,광주,4.전문직,의료직 종사자,Y,3.0
8280,N,2,45,6111,20,N,199705,강원,1.주부,주부,N,0.0
8282,N,1,45,6936,40,N,200211,전북,2.자영업,자영업,Y,1.0
8283,N,1,44,14444,20,N,200105,전남,8.기타,단순 노무직,Y,2.0
8284,N,1,43,23055,20,N,200301,대전,2.자영업,자영업,Y,2.0
8285,N,2,43,12263,13,Y,200109,경기,1.주부,주부,Y,2.0
8286,N,1,43,13869,12,N,200104,서울,3.사무직,사무직,N,0.0
8287,N,2,43,21111,20,N,200306,부산,1.주부,주부,N,0.0
8288,N,2,41,17222,20,N,200306,부산,1.주부,주부,N,0.0
8289,N,2,41,28888,20,N,199910,경기,5.서비스,3차산업 종사자,N,0.0
8290,N,1,41,10972,20,N,200006,전남,6.제조업,운전직,Y,3.0
8291,N,2,40,23611,20,N,199907,전남,1.주부,주부,Y,2.0
8294,N,1,39,22222,20,N,200109,경기,6.제조업,운전직,Y,3.0
8295,N,2,39,15138,20,N,200005,대구,1.주부,주부,N,0.0
8296,N,2,39,14166,20,N,200112,경남,1.주부,주부,Y,1.0
8298,N,2,38,4774,12,N,200205,충남,1.주부,주부,Y,2.0
8299,N,1,38,10885,99,N,200002,경기,3.사무직,사무직,N,0.0
8301,N,2,37,13888,20,N,200003,서울,5.서비스,3차산업 종사자,Y,0.0
8302,N,1,37,17222,20,N,199901,경기,5.서비스,2차산업 종사자,Y,2.0
8304,N,2,37,15694,30,N,200105,서울,1.주부,주부,Y,2.0
8305,N,2,37,12777,20,N,200306,광주,5.서비스,예체능계 종사자,N,0.0
8308,N,2,36,9089,12,N,200010,부산,4.전문직,의료직 종사자,N,0.0
8309,N,1,36,5694,30,N,101,부산,3.사무직,사무직,N,0.0
8311,N,1,36,35555,20,N,200306,경기,5.서비스,3차산업 종사자,Y,1.0
8312,N,1,36,10694,20,N,199912,광주,2.자영업,자영업,N,0.0
8313,N,2,35,10416,20,N,200107,경북,4.전문직,교육관련직,Y,2.0
8314,N,1,35,8481,40,N,200010,대구,2.자영업,자영업,N,0.0
8315,N,2,35,23086,12,N,200010,경남,4.전문직,의료직 종사자,Y,2.0
8316,N,2,34,13055,20,N,199509,울산,3.사무직,사무직,N,0.0
8320,N,1,32,8892,50,N,200101,경기,8.기타,학생,N,0.0
8322,N,1,31,12020,40,N,199904,충북,4.전문직,전문직,N,0.0
8323,N,2,31,7406,13,N,200207,경기,5.서비스,3차산업 종사자,N,0.0
8326,N,2,30,11388,20,N,200301,전남,4.전문직,교사,N,0.0
8330,N,1,27,5257,11,N,200212,충남,5.서비스,2차산업 종사자,N,0.0
8332,N,2,26,17638,20,N,199912,경남,8.기타,학생,N,0.0
8341,N,1,24,6372,12,N,200012,인천,3.사무직,공무원,N,0.0
8353,N,2,60,1969,12,N,200306,경북,1.주부,주부,Y,1.0
8355,Y,2,61,19861,20,Y,200307,인천,2.자영업,3차산업 종사자,Y,0.0
8356,N,2,33,10703,40,N,200307,울산,5.서비스,3차산업 종사자,N,0.0
8359,Y,2,27,31805,20,N,200307,서울,3.사무직,단순 사무직,N,0.0
8363,N,1,36,9722,20,N,200308,서울,2.자영업,자영업,N,0.0
8369,N,2,64,9189,11,N,200309,충북,5.서비스,2차산업 종사자,Y,1.0
8370,N,2,45,22777,20,N,200309,경기,4.전문직,교육관련직,N,0.0
8372,N,2,42,13043,12,N,200309,서울,4.전문직,교육관련직,Y,2.0
8374,N,1,38,18611,20,N,200309,울산,4.전문직,전문직,N,0.0
8376,N,2,34,15833,20,N,200309,경남,3.사무직,사무직,N,0.0
8377,N,1,32,18472,30,N,200310,서울,5.서비스,3차산업 종사자,N,0.0
8378,N,2,60,3793,40,N,200310,경남,5.서비스,3차산업 종사자,Y,1.0
8381,N,2,55,11666,30,N,200310,전북,2.자영업,자영업,N,0.0
8382,N,1,41,10555,30,N,200310,서울,3.사무직,사무직,N,0.0
8383,Y,2,56,21326,11,N,200311,전북,8.기타,단순 노무직,N,0.0
8384,N,2,50,36111,20,N,200311,경기,4.전문직,대학교수/강사,Y,2.0
8385,N,2,32,3945,99,N,200311,경기,2.자영업,자영업,N,0.0
8386,N,2,45,7684,12,N,200311,서울,5.서비스,2차산업 종사자,N,0.0
8388,N,2,37,48888,20,N,200311,충남,4.전문직,교사,N,0.0
8389,N,2,40,83419,20,N,200312,서울,4.전문직,전문직,N,0.0
8390,N,1,66,13318,12,N,200312,서울,6.제조업,2차산업 종사자,Y,1.0
8391,N,2,49,0,11,N,200312,충북,5.서비스,3차산업 종사자,N,0.0
8392,N,2,51,13472,20,N,200312,경북,1.주부,주부,Y,0.0
8393,N,1,37,706,11,N,200312,전남,6.제조업,운전직,N,0.0
8395,N,1,42,15972,20,Y,200312,경기,2.자영업,3차산업 종사자,Y,1.0
8397,N,2,42,12485,12,N,200401,대전,4.전문직,의료직 종사자,N,0.0
8398,N,1,29,18333,20,N,200401,충북,8.기타,학생,N,0.0
8399,N,2,33,6242,99,N,200401,충남,1.주부,주부,Y,3.0
8400,N,2,47,44326,20,N,200401,서울,1.주부,주부,Y,1.0
8401,N,2,57,33333,20,N,200401,경기,1.주부,주부,Y,2.0
8402,N,2,36,0,99,N,200401,전남,1.주부,주부,N,0.0
8404,N,1,33,7526,12,N,200401,대구,5.서비스,3차산업 종사자,N,0.0
8406,N,1,43,30138,20,N,200401,경기,3.사무직,사무직,Y,0.0
8409,N,2,50,48333,20,Y,200401,전북,2.자영업,자영업,Y,2.0
8410,N,2,66,17183,99,N,200401,서울,5.서비스,3차산업 종사자,N,0.0
8412,N,1,57,12916,20,N,200402,부산,6.제조업,2차산업 종사자,Y,1.0
8414,N,1,37,0,11,N,200402,전남,6.제조업,운전직,Y,0.0
8415,N,2,50,10277,30,N,200402,경기,3.사무직,사무직,N,0.0
8417,N,1,36,4323,12,N,200402,경기,5.서비스,3차산업 종사자,Y,1.0
8418,N,1,61,9220,11,N,200402,전북,3.사무직,사무직,Y,2.0
8419,N,1,33,4861,20,N,200402,제주,5.서비스,3차산업 종사자,N,0.0
8421,N,1,49,9680,11,N,200402,부산,5.서비스,2차산업 종사자,N,0.0
8424,N,2,37,8888,20,N,200402,울산,1.주부,주부,Y,1.0
8427,N,1,42,0,99,N,200403,강원,5.서비스,2차산업 종사자,N,0.0
8430,N,2,43,19861,20,N,200403,전남,1.주부,주부,Y,0.0
8431,N,2,58,23888,20,N,200403,서울,1.주부,주부,Y,1.0
8434,N,2,38,16388,20,N,200403,대구,4.전문직,의료직 종사자,N,0.0
8435,N,2,60,12638,20,N,200403,충북,1.주부,주부,Y,2.0
8437,N,2,42,23888,20,N,200403,경남,1.주부,주부,Y,2.0
8438,N,2,43,16111,20,N,200403,전북,4.전문직,공무원,N,0.0
8439,N,1,40,5702,40,N,200403,경기,3.사무직,사무직,Y,1.0
8443,N,1,37,32222,20,N,200404,서울,4.전문직,전문직,Y,0.0
8444,N,1,21,14667,12,N,200404,부산,8.기타,학생,N,0.0
8445,N,2,37,13472,20,N,200405,전남,4.전문직,고소득의료직,Y,2.0
8446,N,2,66,2242,11,N,200405,경남,7.1차산업,1차산업 종사자,Y,0.0
8448,N,1,49,9823,99,N,200405,인천,5.서비스,2차산업 종사자,Y,0.0
8450,N,2,61,0,99,N,200405,경기,1.주부,주부,Y,1.0
8458,N,2,39,23888,20,N,200406,경남,4.전문직,교사,Y,2.0
8460,N,2,54,4917,11,Y,200406,강원,2.자영업,자영업,Y,2.0
8463,N,2,66,0,99,N,200407,대전,1.주부,주부,N,0.0
8464,N,2,60,45694,20,N,200407,경기,1.주부,주부,Y,1.0
8468,Y,2,33,4583,20,N,200407,인천,1.주부,주부,Y,1.0
8469,N,2,37,7361,20,N,200407,인천,1.주부,주부,Y,1.0
8472,N,1,32,15416,20,N,200408,경기,6.제조업,운전직,N,0.0
8474,N,1,59,26116,12,N,200408,경기,7.1차산업,1차산업 종사자,Y,0.0
8475,N,2,34,21666,20,N,200408,경남,1.주부,주부,Y,2.0
8477,Y,2,62,9166,20,N,200409,부산,2.자영업,자영업,Y,0.0
8478,N,2,47,13364,12,N,200409,서울,1.주부,주부,Y,1.0
8481,N,2,60,24583,30,N,200409,서울,1.주부,주부,Y,1.0
8482,N,2,59,2049,13,N,200409,경북,5.서비스,3차산업 종사자,N,0.0
8486,N,2,58,28194,20,N,200410,부산,2.자영업,자영업,N,0.0
8488,N,2,40,7916,20,N,200410,전북,6.제조업,2차산업 종사자,N,0.0
8490,N,1,36,31111,20,N,200411,경기,4.전문직,전문직,N,0.0
8493,N,2,35,10833,20,N,200411,경기,2.자영업,자영업,N,0.0
8494,N,2,56,17916,20,N,200411,대구,1.주부,주부,Y,2.0
8497,N,1,41,13472,20,N,200411,경남,6.제조업,2차산업 종사자,N,0.0
8498,N,1,43,19166,20,N,200412,부산,5.서비스,2차산업 종사자,Y,2.0
8501,N,2,37,14036,13,N,200412,경남,1.주부,주부,Y,0.0
8502,N,2,38,24027,20,N,200501,인천,4.전문직,교사,Y,0.0
8508,N,2,50,6880,12,N,200501,충남,1.주부,주부,Y,2.0
8509,N,2,33,3599,12,N,200501,광주,5.서비스,3차산업 종사자,N,0.0
8511,N,2,44,13156,99,N,200501,서울,1.주부,주부,Y,2.0
8512,N,2,69,8478,11,N,200501,경남,1.주부,주부,Y,0.0
8513,N,2,33,14305,20,N,200502,울산,4.전문직,의료직 종사자,Y,1.0
8515,N,1,33,12222,20,N,200502,전남,3.사무직,사무직,N,0.0
8517,N,2,37,26689,12,Y,200502,경기,2.자영업,3차산업 종사자,N,0.0
8519,N,2,26,4861,20,N,200502,강원,8.기타,학생,N,0.0
8521,N,2,34,16388,20,N,200502,충남,4.전문직,의료직 종사자,N,0.0
8522,N,2,50,20694,20,N,200502,경기,5.서비스,3차산업 종사자,Y,2.0
8523,N,1,18,6250,20,N,200503,제주,8.기타,학생,N,0.0
8524,N,2,60,11731,40,N,200503,인천,5.서비스,3차산업 종사자,N,0.0
8527,N,1,35,4722,20,N,200503,경기,5.서비스,2차산업 종사자,Y,1.0
8529,N,2,58,12500,20,Y,200503,전북,4.전문직,교육관련직,Y,2.0
8530,N,2,51,5555,20,N,200503,전남,1.주부,주부,Y,2.0
8531,N,2,40,0,99,N,200503,경남,1.주부,주부,Y,1.0
8533,N,1,46,8611,20,N,200504,부산,3.사무직,사무직,Y,0.0
8534,N,2,45,8061,99,N,200504,대구,5.서비스,3차산업 종사자,Y,1.0
8535,N,2,73,33611,20,N,200504,경기,3.사무직,사무직,Y,0.0
8541,N,2,33,2433,11,N,200504,전북,8.기타,학생,N,0.0
8542,N,2,42,0,99,N,200504,충남,1.주부,주부,Y,2.0
8545,N,2,56,23611,20,N,200505,경기,1.주부,주부,Y,1.0
8552,N,2,59,31666,20,N,200505,경기,2.자영업,자영업,N,0.0
8555,N,2,42,4522,12,N,200506,경기,3.사무직,사무직,Y,2.0
8556,N,2,60,31388,20,N,200506,부산,1.주부,주부,N,0.0
8560,N,2,51,11388,20,N,200507,경기,1.주부,주부,Y,2.0
8564,N,1,44,16111,20,N,200508,인천,2.자영업,자영업,Y,0.0
8565,N,2,32,13611,20,N,200508,광주,5.서비스,2차산업 종사자,N,0.0
8568,N,2,35,0,20,N,200509,서울,1.주부,주부,N,0.0
8569,N,2,67,2600,12,N,200509,광주,5.서비스,3차산업 종사자,N,0.0
8572,N,1,44,7464,11,N,200509,경북,5.서비스,2차산업 종사자,N,0.0
8575,N,1,50,10138,20,N,200509,울산,5.서비스,3차산업 종사자,Y,2.0
8576,N,2,41,16111,20,N,200510,전북,4.전문직,교사,N,0.0
8577,N,2,54,10517,40,N,200510,충북,2.자영업,3차산업 종사자,Y,2.0
8578,N,1,56,6378,40,N,200510,전북,4.전문직,사무직,Y,0.0
8580,N,1,31,6441,99,N,200510,경북,3.사무직,사무직,N,0.0
8581,N,2,62,10346,40,N,200510,경남,1.주부,주부,N,0.0
8582,N,2,40,3876,11,N,200510,경남,1.주부,주부,Y,0.0
8584,N,1,44,7222,20,N,200511,광주,3.사무직,2차산업 종사자,N,0.0
8585,N,1,44,19752,20,N,200511,충남,6.제조업,2차산업 종사자,Y,2.0
8586,N,1,44,16944,20,N,200511,경기,5.서비스,2차산업 종사자,Y,1.0
8588,N,2,51,8333,30,N,200511,경기,1.주부,주부,Y,3.0
8590,N,2,25,32639,11,N,200512,충남,3.사무직,단순 사무직,N,0.0
8592,N,2,36,108750,20,N,200512,서울,3.사무직,사무직,N,0.0
8594,N,2,48,34583,20,N,200601,경남,1.주부,주부,Y,1.0
8595,N,1,35,17777,20,N,200601,인천,3.사무직,사무직,N,0.0
8596,N,2,43,21137,20,N,200601,인천,6.제조업,2차산업 종사자,N,0.0
8601,Y,2,38,23333,20,N,200601,대전,3.사무직,사무직,Y,2.0
8602,N,2,55,12638,30,N,200602,경기,5.서비스,3차산업 종사자,Y,0.0
8604,N,1,34,10008,13,N,200602,대전,4.전문직,교육관련직,N,0.0
8606,N,1,42,6527,30,N,200602,전남,3.사무직,사무직,N,0.0
8607,N,2,48,28333,20,N,200602,경기,4.전문직,의료직 종사자,Y,2.0
8608,N,1,34,8333,30,N,200603,충북,6.제조업,2차산업 종사자,Y,1.0
8610,N,2,54,9368,13,N,200603,서울,2.자영업,자영업,Y,1.0
8611,Y,1,50,12997,12,N,200603,서울,2.자영업,자영업,N,0.0
8613,N,2,43,28206,11,N,200604,충북,4.전문직,교육관련직,Y,0.0
8614,N,1,29,23055,20,N,200604,충남,8.기타,학생,N,0.0
8615,N,2,33,13194,20,N,200604,전남,1.주부,주부,Y,1.0
8616,N,2,36,3134,30,N,200604,부산,3.사무직,공무원,N,0.0
8617,N,2,70,17588,11,N,200604,경기,5.서비스,3차산업 종사자,N,0.0
8618,N,2,50,15694,20,Y,200605,경기,6.제조업,운전직,Y,3.0
8620,Y,2,60,4861,30,N,200606,경남,2.자영업,자영업,Y,1.0
8623,N,2,34,37500,20,N,200606,경남,3.사무직,사무직,Y,1.0
8624,N,1,41,18888,20,N,200606,경기,2.자영업,자영업,N,0.0
8627,N,2,66,6059,30,N,200607,경북,2.자영업,자영업,N,0.0
8630,N,2,56,23748,11,N,200607,부산,1.주부,주부,Y,2.0
8635,N,2,61,20833,20,N,200608,충북,1.주부,주부,Y,0.0
8636,N,2,54,12203,12,N,200609,경기,1.주부,주부,Y,1.0
8638,N,2,42,22143,20,N,200609,경남,1.주부,주부,Y,0.0
8644,N,2,54,8916,50,Y,200609,경기,2.자영업,3차산업 종사자,N,0.0
8648,Y,2,54,2722,99,N,200611,전남,2.자영업,자영업,Y,2.0
8650,N,2,47,7287,12,Y,200612,광주,2.자영업,3차산업 종사자,Y,2.0
8654,N,2,52,9305,30,N,200612,경기,6.제조업,2차산업 종사자,Y,2.0
8655,N,2,60,151111,30,N,200612,서울,1.주부,주부,Y,2.0
8656,N,2,34,31388,20,N,200612,경기,4.전문직,교사,Y,0.0
8658,N,2,44,13888,30,N,200701,부산,5.서비스,3차산업 종사자,Y,2.0
8661,N,1,36,7683,11,N,200701,경북,8.기타,학생,N,0.0
8662,N,2,51,10751,11,N,200701,강원,1.주부,주부,N,0.0
8664,N,1,55,31536,12,N,200702,서울,5.서비스,2차산업 종사자,Y,0.0
8665,Y,1,54,12408,30,N,200702,경기,2.자영업,자영업,Y,3.0
8668,N,2,27,15128,13,N,200702,경남,8.기타,학생,N,0.0
8669,N,2,33,10416,20,N,200702,대구,1.주부,주부,N,0.0
8670,N,1,38,7118,99,N,200702,경남,8.기타,1차산업 종사자,N,0.0
8671,N,1,36,24166,20,N,200702,부산,2.자영업,자영업,N,0.0
8673,N,2,41,3888,20,N,200702,경북,6.제조업,2차산업 종사자,Y,2.0
8676,N,2,30,31388,30,N,200703,서울,8.기타,학생,N,0.0
8680,N,1,34,76751,11,N,200704,울산,2.자영업,자영업,N,0.0
8681,N,2,49,5625,12,N,200705,충북,2.자영업,자영업,N,0.0
8682,Y,1,32,0,99,N,200705,경기,6.제조업,2차산업 종사자,N,0.0
8684,N,2,46,5087,12,N,200705,경남,5.서비스,2차산업 종사자,Y,1.0
8686,N,2,25,5140,12,N,200705,울산,5.서비스,3차산업 종사자,N,0.0
8689,N,1,40,16944,20,N,200706,경기,3.사무직,사무직,N,0.0
8691,N,2,35,10833,20,N,200706,경남,6.제조업,2차산업 종사자,Y,1.0
8692,N,2,28,22083,20,N,200707,대전,5.서비스,3차산업 종사자,N,0.0
8694,N,1,50,19271,30,N,200708,서울,2.자영업,자영업,Y,2.0
8699,N,2,30,5098,11,N,200710,충남,6.제조업,2차산업 종사자,N,0.0
8700,N,1,44,9775,11,N,200710,경남,6.제조업,운전직,Y,2.0
8702,N,2,33,25277,20,N,200710,광주,4.전문직,의료직 종사자,N,0.0
8705,N,2,56,9797,12,N,200710,서울,5.서비스,3차산업 종사자,N,0.0
8706,N,2,30,21111,20,N,200711,부산,1.주부,주부,N,0.0
8707,N,1,39,21388,20,N,200711,경기,3.사무직,사무직,Y,0.0
8708,N,1,34,19444,20,N,200711,경북,3.사무직,사무직,N,0.0
